fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231121 012817	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	313	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.221980282064178	0.0803440961432352	298	12395	8710	72920794.6026987	1
20231121 013433	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.134882393101579	0.714245042846596	678	4376	9562	79806009.9950025	2
20231121 015431	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1148	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0628189732675673	0.409076460650685	712	36034	9414	81081570.2148926	3
20231121 020048	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.198516485039145	0.44682528895486	147	19727	10694	78259321.3393303	4
20231121 020542	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	134	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.246740918922005	0.92936451900925	478	27167	11700	77379420.2898551	5
20231121 021159	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	843	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.156385578808258	0.0193446946676704	559	23378	8240	78213193.4032983	6
20231121 022008	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	157	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.179513220834197	0.533150968309492	393	29356	9567	82022764.117941	7
20231121 022652	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	125	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.170419282851508	0.586586416774517	942	46272	9354	78231965.0174913	8
20231121 023518	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	247	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0742812723119277	0.291582851048443	588	9244	9382	81289058.4707646	9
20231121 024118	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	348	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.259476162962383	0.82956067257197	334	48752	9129	79877489.7551224	10
20231121 024731	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	197	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.121226726248278	0.970037545386731	978	16630	8742	82135355.3223388	11
20231121 030143	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	992	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.090718721630983	0.250863193025289	121	39495	10181	81121565.7171414	12
20231121 032958	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2041	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0361041067278711	0.336159723671881	853	41064	10095	81317488.7556222	13
20231121 034539	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1027	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.271255173852551	0.65879299230277	253	1794	8437	72094623.1884058	14
20231121 035413	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	837	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.043101552578737	0.783719447433541	24	14711	8750	82293028.4857571	15
20231121 035907	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.286950974153588	0.195369304275955	779	32398	9346	76925046.4767616	16
20231121 040622	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	407	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.12605528667614	0.999102169744969	174	29142	9693	80792058.4707646	17
20231121 041857	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	727	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0395321302254645	0.942387415070776	985	14584	8753	83561903.5482259	18
20231121 044633	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1534	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200392124094076	0.59331705360682	1008	16423	8812	83017089.4552724	19
20231121 045826	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0269785960871351	0.998427398826716	1023	100	9435	82890232.3838081	20
20231121 051252	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	776	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0201227293747865	0.999837968608616	655	13104	9144	83732509.7451274	21
20231121 053000	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1317	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200422182582676	0.843009706410131	488	24482	9035	81431601.6991504	22
20231121 054253	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	656	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0271237144237247	0.999937111026478	815	9826	8279	82778694.1529235	23
20231121 054817	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	268	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.175470222478736	0.940652384494334	372	49999	11141	79469271.864068	24
20231121 055946	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	599	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200364286821838	0.999033191952852	293	101	8731	84542050.4747626	25
20231121 061500	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	553	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0201064079524259	0.453245055295677	266	101	8717	83584558.2208896	26
20231121 062254	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	137	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0492307088685392	0.999454297363719	734	170	9104	77810110.9445277	27
20231121 063249	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1550	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200341632175622	0.996624804421491	8	3171	12224	79153159.4202899	28
20231121 064510	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	424	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.025561708775275	0.997936460762845	291	3247	8339	82641492.7536232	29
20231121 065750	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	455	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200144937182448	0.985343150268611	805	5941	8518	82776598.7006497	30
20231121 071105	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1006	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0336592338098987	0.995975015654373	1024	29439	8662	81163681.1594203	31
20231121 072820	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	654	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0234525986080983	0.369619010224718	684	3956	9114	83207877.0614693	32
20231121 073944	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1142	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0389247842231161	0.0799507871056441	532	16169	10197	79520290.3548226	33
20231121 074852	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	262	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0412233508003374	0.256993849023114	1024	4120	9928	82419602.1989006	34
20231121 080130	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	428	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0245248332820558	0.294925895585522	938	3947	8110	82989180.4097951	35
20231121 081341	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	943	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200132885887942	0.994499198786312	277	44931	10405	79403980.5097451	36
20231121 082039	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	289	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.103227765474015	0.675721137512935	724	18674	7014	79982139.930035	37
20231121 083349	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2015	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0469056266486983	0.994756649436351	9	46139	9407	81931809.5952024	38
20231121 084130	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1119	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0705006674697728	0.882396553664836	8	27342	10174	80494983.5082459	39
20231121 085343	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	959	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0796642336704281	0.180709778172781	1022	41082	10359	79647339.830085	40
20231121 090648	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	611	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.120796656681046	0.448587870080965	1023	47519	11540	79070754.6226887	41
20231121 091714	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	849	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0449457290513365	0.822036584379985	1022	49958	10140	81812403.7981009	42
20231121 092912	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	392	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.119887523160932	0.997520917058334	789	335	7186	74185636.181909	43
20231121 093822	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	272	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0201007609644506	0.773365686090314	420	101	9028	82598082.9585207	44
20231121 094429	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	101	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.129260433147752	0.985272464347062	1023	7724	8850	82571279.3603198	45
20231121 095015	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.184937168801096	0.207662478555607	534	820	9334	74986637.6811594	46
20231121 100614	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1116	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0282434755012501	0.998932534302194	502	16831	10182	83098493.7531234	47
20231121 101527	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	741	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200776235016281	0.0559681741468116	326	233	9646	81712682.6586707	48
20231121 102215	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	214	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.146228450678499	0.824725452126415	1024	11705	9024	81667842.0789605	49
20231121 104931	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1260	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0221702897431745	0.51356089814419	344	12183	8720	84483878.0609695	50
20231121 111332	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1157	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.020274965965529	0.407223198374645	333	8150	8386	83827375.3123438	51
20231121 112612	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	665	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0314717654220478	0.623543901426351	449	13136	9548	82014994.5027486	52
20231121 113848	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	398	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0434294871031132	0.496552090473189	1024	17139	8687	82489010.9945028	53
20231121 115816	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	969	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0465010368080939	0.511415074889594	34	32038	9296	81577615.1924038	54
20231121 121246	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	828	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.021214711711992	0.952515267228457	294	12345	8948	82361741.1294353	55
20231121 122641	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	670	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.145246686632679	0.590461519048236	246	29518	9087	81424003.4982509	56
20231121 123252	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	302	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.131524707069003	0.983790303685259	1024	35836	11666	78626455.7721139	57
20231121 124425	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	375	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.020015707206354	0.8208029028479	346	1108	8233	82062133.4332834	58
20231121 125356	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	339	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0276078455532449	0.771717105356974	931	9749	8522	80652866.5667166	59
20231121 131232	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	733	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200208656911976	0.488057037167075	489	15822	8748	81881921.0394803	60
20231121 133454	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1008	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0200432114601087	0.453344960302913	726	12190	8516	82725671.1644178	61
20231121 135434	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	842	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0215067707487664	0.44226526006203	116	11636	8538	82854609.6951524	62
20231121 142240	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1354	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0201032268535712	0.525811073418585	281	16534	8634	82888696.6516742	63
20231121 143447	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	645	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0202047906907229	0.998833043367876	1024	16397	11275	81761416.7916042	64
20231121 144518	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	188	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0241555425162584	0.42977950604737	332	402	8822	84457214.3928036	65
20231121 145647	604	1735059	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	219	1	1	1	FALSE	1	0.1	50	0.5	TRUE	108967	0.0228034158120211	0.482354694704855	359	217	8325	81213835.5822089	66
